company_id;industry;naics_description;sic_description;categories;naics_code;naics_codes;sic_code;sic_codes;employees_range;employees;revenue_range;revenue;year_founded;Category;V_Oct19;V_Nov19;V_Dec19;V_Jan20;V_Feb20;V_Mar20;S1_Jan20;S1_Feb20;S1_Mar20;S2_Apr19;S2_May19;S2_Jun19;S2_Jul19;S2_Aug19;S2_Sep19;S2_Oct19;S2_Nov19;S2_Dec19;S2_Jan20;S2_Feb20;industry_ismissing;naics_description_ismissing;sic_description_ismissing;categories_ismissing;naics_code_ismissing;naics_codes_ismissing;sic_code_ismissing;sic_codes_ismissing;employees_range_ismissing;employees_ismissing;revenue_range_ismissing;revenue_ismissing;year_founded_ismissing;Category_ismissing;V_Oct19_ismissing;V_Nov19_ismissing;V_Dec19_ismissing;V_Jan20_ismissing;V_Feb20_ismissing;V_Mar20_ismissing;num_missing
179;Health, Wellness and Fitness;Health and Personal Care Stores;;delivery:5.6, food delivery:2.8, door:1.6, geographical:19.6, delivery service:9.6, direct marketing:2.0, consumer service:2.4, food:3.2, retail:0.8, drug:1.2, meal:40.0, health and personal care store:4.0, beverage:1.6, grocery:2.0, cooking:4.8, food service:14.0, internet:0.8;4461.0;4461;;;;1155.5;> 1000000000;1333799983.0;2011.0;FoodandDrink>FoodandDrink;4100000.0;3750000.0;4300000.0;6550000.0;5300000.0;5300000.0;429373;332226;167697;170168;166850;165513;162189;164601;165854;164718;211745;220467;230236;230369;False;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;5
180;Computer Software;Software Publishers;Prepackaged software;digital marketing:7.11, software publisher:0.89, computer programming:1.33, information technology:16.0, software:0.67, scientific:1.33, it service:0.89, computer service:2.67, research:20.0, network:0.44, construction management:1.11, general purpose:2.0, computer:0.89, conferences:8.89, exhibition:7.11, consultancy:8.0, information technology service:1.56, supply chain:17.78, data processing:1.33, commercial and institutional building:2.0, investment:0.89, technology:1.56, computer network:9.33, marketing:1.33, computer systems design:1.33, computer hardware:1.56, strategic advisory service:14.0, prepackaged software:0.89;511210.0;236220, 51119, 511210, 54, 541330, 54151, 541511, 541512, 541513, 541519, 5416, 541611, 541612, 541613, 541614, 541618, 541620, 541690;7372.0;4731, 737, 7371, 7372, 7373, 7376, 7379, 7389, 8711, 8741, 8742, 8748, 8999;> 10000;15173.0;> 1000000000;1734280598.0;1990.0;ComputersElectronicsandTechnology>ComputersElectronicsandTechnology;3200000.0;2500000.0;2450000.0;2700000.0;2550000.0;2450000.0;21137;45794;25400;41975;63341;73073;109615;112791;111750;3232;149722;147538;145651;145743;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
181;Telecommunications;Telecommunications;Business services, nec;home phone:7.5, education:0.83, internet service:17.5, transport service:2.92, service provider:1.67, wireless telecommunications carrier:4.58, public sector:2.5, advertising:1.67, cable television:26.25, entertainment services:2.92, network:0.83, music:0.83, government:2.5, apache:2.92, hospitality:1.25, home entertainment:16.67, home security:40.83, mobile data:3.75, internet service provider:11.67, digital video:5.83, phone service:3.75, cable:39.58, small business:0.83, health care:0.42, high speed internet:10.0, art:4.17, internet service providers:11.25, television:3.33, digital music:3.75, digital cable:4.58, voice solution:4.17, technology:2.08, broadcasting:1.67, home automation:5.83, except satellite:4.58, carrier:1.67, web hosting:0.83, channels:5.0, broadband:2.5, telephony:2.92, video service:3.33, wireless:6.67, sport:0.83, internet:20.0, finance:0.83, internet access:2.5;517.0;44, 515210, 517, 517110, 517210, 519130, 54, 5616, 811212;7389.0;2711, 4812, 4841, 59, 7375, 7381, 7389;;1155.5;> 1000000000;1460000000.0;1995.0;ComputersElectronicsandTechnology>Telecommunications;1550000.0;1700000.0;1600000.0;1650000.0;1250000.0;1550000.0;49529;33842;40078;169606;165134;164741;162060;164715;166413;164982;203220;213564;225581;226802;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;2
182;Retail;Miscellaneous Store Retailers;Furniture;door:0.95, dining room:1.43, racks:1.43, distribution center:1.67, dressers:17.14, bar:0.48, furniture:30.0, product quality:1.67, chairs:1.19, bookcases:2.14, stools:1.9, jewelry:0.71, corporate offices:1.9, home furnishing:12.86, environmental:0.71, home office:1.67, furniture store:6.67, dns:1.67, clock:1.43, mattress stores:20.0, grocery store:2.86, vision:0.95, sofas:1.67, headboards:2.38, desk:1.19, umbrellas:1.9, accent furniture:2.62, home office furniture:2.38, mattress:47.14, mirror:1.19, chests:4.29, desks:1.67, storage:0.71, distribution:0.71, fireplace:1.43, shelves:1.67, retail:0.48, ottomans:2.38, protectors:1.9, specialty retail:1.19, consumer merchandise:1.43, bedding:10.0, decor:8.33, recliners:2.14, table:1.43, retailer:3.57, benches:3.33, buffets:1.9, area rug:1.67, store:4.29, accent:10.0, bedroom:8.33, bedroom furniture:1.9, pillow:2.86, bed frames:2.38, accessory:1.43, cabinet:1.9;453.0;423210, 44, 442110, 453, 4931, 811411;5021.0;42, 5021, 59, 7699;1000 - 5000;1043.0;100000000 - 200000000;179273040.0;1934.0;HomeandGarden>Furniture;110000.0;130000.0;130000.0;110000.0;120000.0;130000.0;6941;7728;4795;42261;39090;41417;42236;47840;54853;61407;71131;75758;79457;80824;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
183;Retail;Miscellaneous Store Retailers;Investment advice;financial institution:4.55, nginx:8.18, retailer:4.55, investment:7.27, retail dealer:10.91, store:1.82, inventory:3.64, gold:16.36, investor:8.18, bar:1.82, specialty retail:4.55, bank:2.73, silver:7.27, bullion:73.64, investing:18.18, personal service:3.64, investment advising:7.27, precious metal:70.0;453.0;4235, 44, 453, 454390, 52, 523910, 523930;6282.0;50, 5431, 59, 6211, 6282;50 - 200;85.0;10000000 - 50000000;45763740.0;1975.0;;1000000.0;1050000.0;1050000.0;950000.0;960000.0;998539.0;1174;2230;4400;14640;14376;14319;14074;14567;14511;14294;16803;18929;21782;22035;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;True;True;True;True;8
184;Accounting;Professional, Scientific, and Technical Services;Business services, nec;private client service:11.0, transaction service:9.0, accountant:8.0, internal control:9.0, estate planning:5.0, employee benefit plan audit:12.0, scientific:3.0, cost segregation:11.0, business valuation:7.0, apparel:3.0, accounting:27.0, inventory:4.0, network:6.0, accounting service:12.0, agriculture:4.0, middle market:8.0, cpa:5.0, audit:24.0, technology consulting:6.0, venture funds:12.0, construction:1.0, wealth management service:8.0, wealth management:15.0, health care:1.0, risk management:5.0, financial service:6.0, consultancy:4.0, accounting firms:8.0, real estate:1.0, tax:18.0, mergers and acquisitions:8.0, sustainability:5.0, compliance service:8.0, accounting and auditing:10.0, certified public:14.0, moss:80.0, bookkeeping:12.0, investor:3.0, trusts:5.0, litigation:4.0, employee benefit plan:9.0, financial reporting:8.0, internal auditing:11.0, investigation:5.0, taxation:12.0, it consulting service:5.0;54.0;52, 54, 541211, 541219, 541611, 541690;7389.0;7389, 8721, 8742, 8999;;1155.5;200000000 - 1000000000;344000000.0;1913.0;Finance>AccountingandAuditing;70000.0;60000.0;65000.0;110000.0;110000.0;100000.0;789;868;829;15504;18941;18872;20638;21010;20715;20285;31096;33037;34250;34064;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;2
185;Food Production;Food Manufacturing;Food preparations, nec;gift:2.59, chocolate gifts:13.28, brownies:1.38, gourmet:9.66, corporate gift:1.21, truffle:27.59, merchandising:0.86, sales:0.17, bar:0.34, food product:0.69, manufacturing:0.34, specialty food store:8.62, food service:1.72, eggs:1.21, milk:2.07, drinking places:2.59, cocoa:2.41, nuts:1.03, manufacturing facility:1.03, sugar:0.86, internet:0.34, chocolate:50.0, flight:1.72, baskets:7.24, wholesale trade:1.72, candy:1.03, snack:0.86, gift basket:19.31, retail dealer:1.03, retail:0.69, kosher:1.21, gold:1.03, wholesaling:0.52, beverage:0.69, wedding:0.69, pretzels:1.55, durable goods:1.38, food and beverages:2.76, delivery:0.34, biscuits:2.76, restaurant:0.34, food manufacturing:0.52, packaging:0.69, store:2.41, food:1.72, trade:0.34, dessert:0.86, coffee:1.38, holiday gift:9.31;311.0;311, 3113, 42, 425120, 445, 4452, 44529, 445299, 45, 722, 7225, 722514;2099.0;2099, 50, 58, 5812;5000 - 10000;8279.0;> 1000000000;1755810626.0;1926.0;FoodandDrink>Groceries;1000000.0;1050000.0;1050000.0;380000.0;580000.0;1200000.0;44005;60916;25165;22089;22328;22559;22655;22792;23546;23612;22480;34980;36290;35581;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;True;False;False;False;5
186;Computer Software;Computer Systems Design and Related Services;Computer Programming, Data Processing, And Other Computerrelated;gift:0.08, electronics:0.11, bicycle:0.17, wine tasting:0.19, software:0.03, computer programming:0.06, virtual server:0.19, flatware:0.25, ssl certificate:0.19, casual dining:0.22, furniture:0.17, food product:0.11, games:0.08, bakeware:0.28, food service:0.14, dance:0.11, french:0.44, landing page:0.19, glass:0.08, drinking:0.19, cookware:0.22, dinnerware:0.25, dns:0.19, equipment:0.06, drinking places:0.14, email hosting:0.14, honeymoon:0.77, knife:0.19, computer systems design:0.06, online platform:0.19, wine:0.08, internet:0.06, appliance:0.11, bedding:0.17, microsoft .net:0.08, linux:0.14, linen:0.17, cooking:0.44, wedding:20.0, domain name:0.33, kitchen:0.17, bath:0.11, cooking classes:0.44, home goods:0.25, data processing:0.06, food:0.06, tour:0.08, wedding planning:0.58, web hosting:0.22, coffee:0.11, cloud hosting:0.39, travel:0.06, sport:0.06;54151.0;54151, 5416, 722, 722513, 812990;737.0;4899, 5812, 737;50 - 200;103.0;10000000 - 50000000;20809430.0;2013.0;Lifestyle>Weddings;4400000.0;3400000.0;3400000.0;5000000.0;4950000.0;4200000.0;225457;184065;148221;104036;88941;88891;91971;93114;95911;95996;105486;109113;133532;138637;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
187;Utilities;Electric Power Generation, Transmission and Distribution;Electric, Gas and Sanitary Services;developers:0.89, asset management:1.11, transmission and distribution:2.0, sales:0.22, leasing:1.78, homeowner:3.56, renewable energy:1.11, energy service:1.56, commercial building:1.33, residential solar:2.22, manufacturing:1.78, solar power system:14.0, power plant:17.33, cable management:2.22, energy:7.56, hardware:0.67, alternative energy:3.11, solar power:3.11, project development:1.56, electric power generation:2.0, dealers:0.67, equipment:0.22, commercial solar:2.0, software solution:3.56, mounting:3.11, parties:0.67, home builders:1.33, electronic component manufacturing:1.33, repair:0.44, financial institution:1.11, semiconductor:3.33, solar:40.0, government:0.67, design:0.44, gas:0.67, construction:1.33, solar electric:4.0, solar panel:12.44, smart energy:8.89, operations and maintenance:1.78, roof:0.89, maintenance service:1.11, photovoltaic:4.67, electricity:3.56, inverter:4.67, technology:2.0, sanitary:1.11, producers:0.89, investor:0.67, monitoring service:7.11, return on investment:1.33, oil & gas:1.11, electrical equipment:1.11;2211.0;2211, 221114, 237130, 3344, 334413, 423690;49.0;1629, 36, 3674, 49, 4911, 5065;5000 - 10000;7310.0;> 1000000000;1930000000.0;2004.0;HeavyIndustryandEngineering>EnergyIndustry;610000.0;380000.0;320000.0;390000.0;460000.0;480000.0;9313;14363;14607;63088;56191;55398;53183;52543;45829;35486;79614;81733;79284;82237;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
188;Management Consulting;Human Resources Consulting Services;Business services, nec;talent acquisition:8.75, job search:23.33, hiring:25.0, email service:3.33, scientific:1.25, talent:30.0, human resources:1.67, advertising:2.5, technology:1.25, video conferencing:2.92, human resources consulting:1.67;541612.0;54, 541612, 5613;7389.0;7363, 7389;50 - 200;121.0;10000000 - 50000000;21578789.0;2010.0;JobsandCareer>JobsandEmployment;9150000.0;8900000.0;9250000.0;12000000.0;9250000.0;9350000.0;229003;136199;136122;41671;36399;37739;38733;40125;40425;40906;57843;61518;64154;64916;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
189;Credit Unions;Credit Unions;State credit unions;insurance:0.5, saving account:2.5, loan:1.0, education:0.5, credit union:3.0, personal banking:2.0, online banking:1.75, auto loan:1.75, mortgage loan:1.75, banking:6.75, business banking:2.0, mortgage:9.0, investing:8.0, investment advising:2.0, federal credit unions:35.0, state credit unions:2.25, corporate offices:24.0, financial service:0.75, lending:13.75, federal credit union:80.0, insurance product:3.0, retirement account:2.5, branches:26.25, vehicle loan:2.5, boat:1.0, equal housing lender:22.5, checking account:2.0, personal finance:2.0, home loans:1.5, credit card:10.0, personal line:2.25, finance:0.5, financial products and service:2.0;522130.0;52, 522, 522130, 523930;6062.0;6062, 6282;500 - 1000;553.0;50000000 - 100000000;78764210.0;1949.0;Finance>BankingCreditandLending;360000.0;330000.0;340000.0;420000.0;450000.0;440000.0;1121;1527;367;27405;34503;45010;57013;65860;73002;78092;104826;111153;110349;109737;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
190;Consumer Services;General Warehousing and Storage;General warehousing and storage;appliance:2.22, camping:2.78, hiring:2.78, bicycle:3.33, secure storage:5.0, hazardous material:4.44, storage:30.0, commercial service:2.22, golf:2.22, pizza:2.22, furniture:1.67, holiday decor:6.11, moving:2.22, delivery:3.33, supply chain:2.78, water damage:3.89, store:6.67, technology:0.56, theft:3.89, investor:1.67, books:1.67, liquid:2.78, clothing:1.67, self storage:13.33, gear:2.22;493110.0;493110;4225.0;4225;200 - 500;406.0;10000000 - 50000000;17972253.0;2013.0;BusinessandConsumerServices>ShippingandLogistics;1000000.0;1050000.0;120000.0;100000.0;960000.0;120000.0;4295;5815;15597;82674;89174;89158;87060;80486;71702;2830;110603;112876;112638;113449;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;5
191;Retail;Apparel Accessories and Other Apparel Manufacturing;Men's and boy's neckwear;activewear:60.0, athletic apparel:33.33, art:13.33, gift card:23.33, pants:23.33, athletic clothing:130.0, hats:20.0, yoga:40.0, dealers:10.0, textile:10.0, spirit:20.0, performance apparel:73.33, apparel:10.0, luxury good:16.67, music:6.67, shirts:13.33, manufacturing:6.67, clothing:30.0, active lifestyle:26.67, stand:10.0, sport:6.67, athletic:16.67;315990.0;315990, 44;2323.0;2323, 59;1 - 10;8.0;0 - 1000000;825052.0;2013.0;Sports>Sports;220000.0;250000.0;300000.0;240000.0;190000.0;230000.0;19007;27882;38855;11905;11430;13033;12557;12105;12030;11669;15628;15549;18348;18854;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
192;;Apparel Accessories and Other Apparel Manufacturing;Men's and boy's neckwear;jewelry:4.29, dress:42.86, scarf:10.0, textile:4.29, apparel:30.0, luxury good:7.14, skirts:10.0, workwear:10.0, manufacturing:1.43, luxury:25.71, wardrobe:60.0, belts:8.57, accessory:17.14, fashion:25.71;315990.0;315990;2323.0;2323;10 - 50;49.0;;453430000.0;2011.0;Lifestyle>FashionandApparel;430000.0;430000.0;320000.0;320000.0;420000.0;230000.0;36250;38141;27352;25718;28862;28251;28106;30843;33174;33974;45148;46448;49324;50158;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;4
193;Retail;Retail Trade;Miscellaneous Retail;delivery:9.44, developers:0.56, runway:37.78, menswear:1.11, designer:30.0, technology:0.14, shoes:1.11, luxury good:0.69, retail:0.83, womenswear:1.94, luxury fashion:47.22, trade:0.28, shipping:19.44, forging:0.97, luxury:2.08, reality:1.11, clothing:1.25, online platform:0.97, accessory:0.56, fashion:2.5;44.0;424330, 44, 448120;59.0;5137, 5621, 59;200 - 500;471.0;10000000 - 50000000;19883906.0;2003.0;Lifestyle>FashionandApparel;1000000.0;6700000.0;9000000.0;12600000.0;960000.0;6550000.0;1094739;969105;1248574;93111;105393;136730;137462;139613;142281;142493;190341;200089;210650;211377;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;4
194;Retail;Other Clothing Stores;Business services, nec;scientific:2.73, distribution center:12.73, storage:0.68, distribution:0.68, cleaning service:10.23, general freight trucking:4.09, towels:14.32, dental:0.45, mops:20.45, safety:5.45, manufacturing:0.23, first aid:60.0, trucks:0.68, hospital:0.91, outsourcing service:1.59, mat:24.55, apparel manufacturing:2.27, sales program:20.45, equipment:0.45, uniforms:24.55, branches:9.09, rental:7.73, supplies merchant wholesaling:1.14, business support service:3.64, garments:12.27, corporate identity:13.64, sale:0.45, tile cleaning:18.41, facility service:14.55, safety service:55.23, manufacturing facility:10.91, carpet:10.23, facility services:20.45, uniform rental:49.09, clothing:6.14, personal service:1.82, safety product:16.36, fire protection:28.64, direct sales:12.73;448190.0;315, 423420, 423450, 44, 448190, 484110, 519190, 522310, 531, 54, 561499, 561720, 561990, 81233, 812332, 812990, 922160;7389.0;4214, 4899, 5044, 5047, 59, 6163, 721, 7218, 7299, 7342, 7389, 9224;> 10000;41000.0;> 1000000000;1346633417.0;1986.0;Lifestyle>FashionandApparel;460000.0;420000.0;400000.0;490000.0;450000.0;500000.0;17399;19418;30654;55572;62278;60584;60173;59398;58909;57227;78941;91501;92282;94918;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
195;Retail;Retail Trade;Miscellaneous Retail;loan:3.48, marketing service:2.17, retail dealer:7.83, advertising:5.22, capital market:1.74, inventory:1.74, motor vehicle:2.17, retail:1.74, vehicle:8.7, advertising & marketing:3.91, leasing:1.74, automobile:10.43, payppc:2.17, manufacturing:3.48, payment:3.48, audio:1.74, rebranding:3.91, corporate strategy:3.91, automotive industry:2.61, marketplace:5.22, lending:4.35, search engine:2.17, coupon:2.17, dealer website:4.35, dealers:18.26, investment:1.74, consumer service:2.61, automotive marketing:28.7, technology:0.87, car buying:10.43, filter:2.17, marketing:1.74, cars:10.43, sale:13.04, trade:1.74, display marketing:4.78, new car:60.0, automotive:20.87, tablets:2.17, online advertising:5.22, internet:1.74, finance:1.74, live video:3.91;44.0;44, 441, 441110;59.0;5511, 59;200 - 500;254.0;100000000 - 200000000;157780000.0;1996.0;Vehicles>Vehicles;1500000.0;1500000.0;1450000.0;1450000.0;1200000.0;1000000.0;1902;993;233;5497;2844;2798;8800;0;799;977;1472;0;0;5100;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
196;Medical Devices;Medical Equipment and Supplies Manufacturing;Surgical, Medical, And Dental Instruments And Supplies;telemedicine:0.94, sunglasses:2.5, glass:5.0, frames:2.08, health service:10.0, eyewear:8.75, social assistance:10.0, retail store:0.52, classified:0.63, store:1.88, eyeglass:2.92, electronic shopping:0.94, mail-order houses:0.94, optics:2.08, sales:0.42, books:1.25, library:2.08, prescription:12.5, ophthalmic:1.67, manufacturing:0.21, retail service:0.83, health care:10.0;33911.0;315, 33911, 339115, 44, 446130, 4539, 454111, 62;384.0;384, 59, 5961, 599, 5995, 80;1000 - 5000;2796.0;200000000 - 1000000000;385716270.0;2009.0;Health>Health;2200000.0;2500000.0;3050000.0;3350000.0;3050000.0;2350000.0;314351;275363;252187;165806;163997;163248;160556;162819;164177;163060;195442;209724;221239;222385;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
197;Credit Unions;Credit Unions;State credit unions;college:2.0, insurance:2.0, money market:4.0, automated clearing house:4.5, bicycle:3.0, discount:4.5, business banking:8.0, investment service:3.5, bank:1.5, scholarship:6.0, payment:4.0, savings:16.0, education service:4.0, health savings account:4.5, consumer loans:3.5, financial service:4.5, community service:10.5, automated teller machine:3.0, title service:4.5, branches:2.5, individual retirement account:3.5, cooperative:15.0, phone banking:5.5, vision:1.0, checking account:4.0, home purchase:4.0, deposit:3.0, financial education:27.0, credit card:10.0, mobile banking:8.0, loan:32.0, business loan:3.5, commercial mortgage:4.0, financial institution:2.5, credit union:60.0, personal banking:4.0, banking:4.5, mortgage:12.0, dotnetnuke:2.5, banking service:17.5, investment advising:4.0, state credit unions:4.5, commercial banking:2.5, refinancing:3.5, lines of credit:4.0, remote deposit capture:5.0, vehicle loan:5.0, home equity:16.0, debit card:3.5, car loan:16.0, retirement planning:3.0, financial management:3.0, commercial bank:2.5, personal line:4.5;522130.0;52, 522, 522110, 522130, 523930;6062.0;6029, 6062, 6282;500 - 1000;767.0;100000000 - 200000000;199941730.0;1928.0;Finance>FinancialPlanningandManagement;600000.0;520000.0;550000.0;570000.0;510000.0;580000.0;4622;5046;5490;58177;64270;75793;84406;89541;89566;88277;110458;124082;130721;134107;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
198;Retail;Retail Trade;Miscellaneous Retail;footwear:40.0, lounge:1.11, store:2.22, shoes:14.22, merchandising:1.11, retail:0.89, junior:12.22, customer support:2.67, sale:4.89, womenswear:1.56, skirts:1.56, trade:0.44, dessert:1.11, swimwear:1.56, retail location:1.56, clothing:30.0, outerwear:1.78, savings:2.67, accessory:20.0, french:0.89, fashion:10.67;44.0;4243, 44;59.0;51, 59;;1155.5;;453430000.0;1996.0;Lifestyle>FashionandApparel;970000.0;1250000.0;1100000.0;760000.0;820000.0;840000.0;1021;722;14;0;0;0;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;False;5
199;Retail;Miscellaneous Store Retailers;New and used car dealers;truck:10.0, store:2.5, used car dealership:40.0, retail:2.5, vehicle:17.5, automobile:26.25, used suv:12.5, cars:22.5, specialty retail:6.25, sale:5.0, consumer merchandise:7.5, utility vehicle:10.0, new car:60.0, luxury:3.75, trucks:3.75, sport:2.5, inspection:15.0;453.0;441110, 453;5511.0;5511;10 - 50;30.0;;453430000.0;2004.0;Vehicles>Vehicles;85000.0;85000.0;130000.0;140000.0;120000.0;65000.0;13791;11865;5358;16925;16115;16572;16715;17327;18534;18780;23544;26894;27599;28049;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;3
200;Hospital & Health Care;Health Care and Social Assistance;Health Services;navy:2.22, simulation:2.22, home health service:3.33, assisted living:2.22, personal care service:2.96, nursing:3.7, aviation:1.48, sales:0.74, hygiene:4.44, respite service:4.07, military:4.44, respite care:5.93, franchising:1.48, nursing care:1.85, assisted living facility:2.96, well-being:1.48, patient care:2.22, dementia care:8.89, laundry service:2.96, bathing:2.59, companionship:5.93, grooming:1.85, dementia:10.37, personal service:2.96, flight:3.7, in-home care:17.78, medicaid:2.59, senior care:7.78, social assistance:1.48, housekeeping:2.59, rock:1.48, home health care:2.59, national network:2.96, personal care:5.56, intermediate care facilities:1.85, construction:0.37, hospital:1.48, health care:2.22, alzheimer:5.19, health service:1.48, skilled nursing facilities:1.85, personal growth:2.59, health:0.74, ltc insurance:4.81, mba:4.44, transportation:0.74, meal:2.96, companion care:11.11, washing:2.22, home care:50.0, sales force management:2.59, elder care:2.59, oral:1.85, travel:0.74, surgery:4.44;62.0;62, 621610, 623110, 6241;80.0;80, 8052, 8082, 83;50 - 200;75.0;10000000 - 50000000;37485522.0;2009.0;;1000000.0;1050000.0;1050000.0;950000.0;960000.0;998539.0;661;1323;1175;22316;22723;22668;22629;21371;17915;16093;25391;27960;29456;30971;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;True;True;True;True;True;9
201;Food & Beverages;Food Services and Drinking Places;Individual and family services;antibiotic:4.44, door:1.48, snowboarding:1.48, personal chef:1.67, university:0.37, martial arts:1.11, research:0.37, sales:0.19, nutritional supplement:1.3, fitness:10.56, design:0.37, healthy food:15.56, club:0.56, diet:0.93, cooking:1.48, hunting:0.74, dinners:1.11, leisure:0.56, paleo:16.67, energy:1.11, food and beverages:0.74, delivery:4.44, stem cells:1.11, consultancy:0.19, delivery service:16.67, oven:2.22, restaurant:0.37, prepared meal:44.44, health:0.56, dishes:1.85, healthy eating:2.96, dinner:1.48, food:4.81, meal:40.0, marketing:0.19, nutrition:4.44, gluten free:1.11, fitness center:1.11, hotels:0.37, boxing:1.3, meat:1.85, culinary:1.85, online platform:1.3, sport:0.37, sugar:0.93;722.0;445299, 722, 7223;8322.0;8322;10 - 50;12.0;1000000 - 10000000;9930654.0;2013.0;FoodandDrink>FoodandDrink;190000.0;160000.0;280000.0;370000.0;250000.0;270000.0;24887;15315;13930;9573;19783;20555;20454;18510;18080;18847;25906;26519;27475;29748;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
202;Furniture;Window Treatment Stores;;custom window treatments:72.93, woven:1.21, solar:0.69, metals:0.34, window treatment:25.34, drapery:49.48, bedding:7.24, furniture:3.1, design:0.69, wood:1.55, rugs:6.21, corona:1.21, hardware:0.52, blinds:60.0, ceiling:1.03, shutter:70.0, home decor:5.17, retail store:0.86, decorative:0.86, cafe:0.69, drapes:24.83, trade:3.1, fabric:1.38, pillow:2.07, window:12.41, accessory:0.34, curtain:60.0, child:0.52;442291.0;442291;;5714, 5719;200 - 500;362.0;50000000 - 100000000;83298124.0;1987.0;HomeandGarden>HomeandGarden;85000.0;80000.0;60000.0;110000.0;120000.0;85000.0;11925;13373;12578;68377;53822;53699;53705;53611;52841;49802;73160;77587;80985;83530;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;4
203;Higher Education;Colleges, Universities, and Professional Schools;Colleges and universities;college:12.0, education:2.67, health service:0.67, university:20.0, social assistance:0.67, health:2.0, teaching:2.0, nursing:13.33, engineering:1.33, professional school:6.67, colleges and university:9.33, tour:2.0, medical laboratories:1.33, liberal art:6.0, medical and diagnostic laboratory:1.33, universities:5.33, laboratory:1.33, health care:0.67, academic programs:6.0;611310.0;61, 611, 611310, 62, 621111, 621399, 62151, 71;8221.0;80, 8071, 8221;1000 - 5000;1180.0;100000000 - 200000000;152840589.0;1965.0;ScienceandEducation>UniversitiesandColleges;470000.0;340000.0;250000.0;280000.0;330000.0;350000.0;879;515;1464;82702;68134;68328;60146;55599;46873;44006;59352;63425;71523;79061;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
204;;All Other Professional, Scientific, and Technical Services;Miscellaneous personal services;commercial service:40.0, widget:80.0, mobile service:70.0, broadband:60.0, wireless:40.0;541990.0;541990;7299.0;7299;50 - 200;128.0;;453430000.0;1982.0;ScienceandEducation>Weather;446500000.0;464500000.0;513000000.0;533000000.0;513000000.0;466000000.0;2497104;2528813;2119771;33784;23774;23519;22828;21893;20710;20384;26818;27130;30724;32684;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;4
205;Apparel & Fashion;Apparel Manufacturing;Men's and boy's neckwear;activewear:90.0, flight:10.0, apparel manufacturing:20.0, athlete:10.0, woven:14.0, exchanges:28.0, apparel:18.0, technology:6.0, shipping:16.0, dna:12.0, fitness:12.0, clothing:18.0, gym:10.0, stand:6.0, cloth:14.0;315.0;315, 315990;2323.0;2323;10 - 50;32.0;1000000 - 10000000;4147196.0;2014.0;Sports>Sports;210000.0;320000.0;330000.0;290000.0;220000.0;260000.0;48280;48563;55313;20567;18266;17221;15935;15635;14928;14499;17584;23353;24490;24179;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
